nom,declaration_count,total_wealth
Turbatte,3,9600.0
SAULES-LE BARS,3,0.0
Guitton,3,3000.0
FOURGOUS,3,0.0
SAMIN épse HOMAI,3,0.0
Girardot Moitié,3,1291500.0
SCOLAN,3,0.0
SEGUIN,3,454150.0
Pelanne,3,149000.0
DELOGU,3,0.0
DELPECH,3,500.0
SCHUH,3,0.0
SCHMITT,3,258032.0
Guarino,3,1500.0
SENE,3,0.0
SENANT,3,0.0
SEMERIL,3,0.0
RINGUET,3,1800.0
Guilloteau,3,96860.0
DEKENS,3,12400.0
Eudier,3,0.0
Guignard,3,0.0
TROCHIMARA,3,0.0
Esanou,3,0.0
RAIMBAULT,3,500.0
TOMEO,3,0.0
TONG SANG,3,0.0
EVRARD,3,0.0
Pahun,3,0.0
RAULT,3,0.0
SELLY,3,103500.0
RIO,3,0.0
RIOTTE,3,0.0
KLEIN,3,46207.0
RICHARD,3,0.0
Couvy,3,0.0
Cruypenninck,3,0.0
Cujives,3,0.0
PROFIL,3,0.0
PULVAR,3,0.0
DAMAS,3,0.0
FASQUELLE,3,15.0
Panetta,3,32000.0
Jombart,3,0.0
Theveniau,3,0.0
HAZOUARD,3,1200.0
SEGRETAIN,3,0.0
Teillet,3,0.0
TURAN,3,0.0
Juhel,3,0.0
TRYZNA,3,0.0
Joyandet,3,1948100.0
Taite,3,77750.0
DAYOT,3,0.0
DARY,3,100114.0
REMY,3,0.0
Theurier,3,0.0
Lechat,3,0.0
Mebarek,3,1023099.0
Lecerf,3,0.0
mandement,3,0.0
Lei,3,230.0
cridel zirovnik,3,0.0
Messina,3,0.0
BANQUET,3,0.0
MIRAVETE,3,18776500.0
MISSIOUX,3,948.0
Loas,3,2375.0
brun,3,0.0
de Carville,3,1056048.0
Meura,3,0.0
Bercault,3,2184000.0
Berdoati,3,24000.0
Bergé,3,1950.0
BAZIN,3,0.0
BAZILLE,3,1656000.0
BAYLE,3,0.0
Leboeuf,3,0.0
Leblanc,3,157809.0
OSMOND,3,200.0
Bertagnoli,3,90.0
nouhaud,3,20160.0
Bariseau,3,0.0
lejeune,3,8743.0
Baudon-Brulé,3,0.0
lombard,3,0.0
loher,3,0.0
MESLOT,3,99711.0
BASTIER,3,0.0
BAUDRY,3,0.0
Lepretre,3,26004.0
Michelet,3,130000.0
michel,3,1969032.0
Mazaury,3,0.0
Bertu,3,0.0
malavielle,3,0.0
Beaujaneau,3,2.0
Menhaouara,3,30000.0
Bax de Keating,3,0.0
Lemoine,3,1454087.0
Lejeune,3,0.0
Beauchef,3,0.0
mercier,3,0.0
de FLEURIAN,3,0.0
Leprêtre,3,0.0
BELOU,3,0.0
Bazinet,3,0.0
Annick,3,0.0
peysselon,3,0.0
Lahiani,3,441705.0
Masquelier,3,900000.0
Ladegaillerie,3,40.0
Lambert-Motte,3,0.0
Lake,3,60000.0
Ollier,3,0.0
Ouzoulias,3,0.0
castiglione,3,0.0
Marti,3,0.0
Berthet Cottarel,3,769617.0
canales,3,200.0
pechenard,3,661932.0
OZENNE,3,481500.0
Mathon,3,0.0
LOUVRIER,3,34500.0
MULLER-BRONN,3,339954.0
LOUIS,3,0.0
Bournat,3,372000.0
Amar,3,1771000.0
borie,3,0.0
PARRAIN,3,0.0
bouchez,3,0.0
cavanna,3,510000.0
Bianco,3,0.0
Bidard,3,6300.0
BAILLEUL,3,0.0
OMARJEE,3,0.0
Bill,3,0.0
Billet,3,0.0
BACCI,3,3666.0
BAGNERIS,3,0.0
BADUFLE-DOUCHEZ,3,0.0
BADIN,3,340400.0
MORANCHO CROQUETTE,3,350000.0
Bilirit,3,0.0
Appere,3,0.0
BAREIGTS,3,0.0
BARREILLE,3,0.0
Ngatcha,3,0.0
MORIZIO,3,0.0
MORTON,3,0.0
cherriere,3,1944.0
Aubry,3,0.0
portet,3,0.0
Medevielle,3,352000.0
chibli,3,0.0
Mellier,3,34832.0
Laurent,3,0.0
dallemagne,3,0.0
labarthe,3,249585.0
MARTINS,3,13644.0
BIr,3,0.0
BITZ,3,0.0
khalifé,3,628950.0
MATEILLE,3,0.0
gauthier,3,15400.0
BIHL,3,10000.0
BIENVENU,3,20.0
imbert,3,15000.0
fond,3,0.0
MICHAU,3,38907.0
joly,3,144207.0
BERTHOUD,3,0.0
fontaine,3,26372.0
Monnet,3,118898.0
Mohamed Soilihi,3,390000.0
Moisy de Cala,3,0.0
Minard,3,813400.0
Méary,3,3584166.0
BERTAUD,3,0.0
Muzeau,3,0.0
Miquelly,3,0.0
Lévrier,3,0.0
Morel,3,40641109.0
genet,3,0.0
MARCOT,3,4323.0
Muller,3,0.0
grelaud,3,0.0
MARIDET,3,0.0
MANUBY,3,0.0
MARCHET,3,1465.0
BOLO,3,0.0
BOUCHET,3,240016.0
BONHOMME,3,235492.0
MASBOU,3,0.0
MARTINELLI,3,0.0
MELLERAY,3,6666.0
BRESSON,3,0.0
MADELIN,3,0.0
BRAUD,3,0.0
BOUBA,3,0.0
BOUJLILAT,3,0.0
MASCARO,3,0.0
BLOCHE,3,0.0
MAHE,3,360000.0
MAHALI,3,0.0
BOUCHONNET,3,0.0
MAGNE,3,0.0
BOHIN,3,0.0
BIASOTTO,3,0.0
BIANCHI,3,0.0
BEYAERT,3,0.0
Baubry,3,0.0
BUIS,3,0.0
BULTEAU RAMBAUD,3,68601.0
MELCHIOR,3,141049.0
Limousin,3,0.0
BELLAIS,3,81000.0
BEN MOKHTAR,3,0.0
BECHT,3,0.0
BOUYAC,3,0.0
MONNIER,3,652000.0
deniziot,3,0.0
Bail,3,0.0
NISON,3,0.0
de bazelaire,3,2759932.0
de Montchalin,3,0.0
Baptiste,3,0.0
MERILLOU,3,0.0
MERLE,3,0.0
louault,3,878082.0
BEDAT,3,0.0
NIRLO,3,2198829.0
BUVAL,3,0.0
Miranville,3,0.0
gabrieli,3,0.0
BRAULT,3,386110.0
Louchaert,3,24000.0
Mongaburu,3,270.0
Léger,3,167040.0
dousset,3,0.0
BERNARDINI,3,150.0
MAZY,3,726543.0
lecomte,3,0.0
BERNADETTE,3,36920.0
Lungenstrass,3,7632.0
BUGIS,3,249681.0
dufour,3,18000.0
duhem,3,0.0
dumoulin,3,320041.0
BERGERI,3,0.0
Longo,3,0.0
BRIQUET,3,352778.0
BERNO DOS SANTOS,3,75850.0
BRISTOL,3,0.0
MELLOULI,3,10000.0
BENSALEM OULD AMARA,3,0.0
BENOIT-GOLA,3,0.0
BUFFET,3,29922.0
BRIERE,3,102695.0
AUBIN,3,0.0
ANTOINE,3,0.0
CANNAT,3,0.0
ANNETTE,3,0.0
ARRIVE,3,225000.0
Labadie,3,0.0
ANDRO,3,0.0
CARADEC,3,0.0
LURTON,3,30596.0
bleunven,3,0.0
ANGLARD,3,0.0
becue,3,0.0
ANGLARS,3,0.0
schillinger,3,0.0
savoldelli,3,0.0
LEVY,3,20000.0
roux,3,0.0
beck,3,0.0
tarleve,3,0.0
LIPSOS-SALLENAVE,3,173478.0
AROSTEGUY,3,126951.0
AUZEMERY,3,0.0
AZZAZ,3,0.0
bonhomme,3,233554.0
AZEROT,3,0.0
PAUL,3,9343.0
Bédier,3,189004.0
rossignol,3,0.0
rolland,3,535.0
LOPEZ,3,0.0
Buillard,3,0.0
CAPITANIO,3,4366.0
CALABRESE,3,0.0
LOSBAR,3,6236.0
CADIC,3,9210000.0
ripert,3,7400.0
CAMMAL,3,60.0
CAMPELLO,3,817500.0
CATHALA,3,0.0
roullet,3,0.0
AMARGER-BRAJON,3,0.0
ASSEH,3,1290000.0
AUGER,3,0.0
ATTARI,3,0.0
PERRAUD,3,122908.0
Marie,3,0.0
tabutin,3,0.0
Malric,3,0.0
PEREZ,3,62650.0
PEREIRA-NUNES,3,0.0
Mangrolia,3,45000.0
ZINGRAFF,3,510000.0
somon,3,18708.0
PERNOT,3,0.0
PERINI,3,8539.0
tomaselli,3,456.0
allizard,3,0.0
LIMOUZIN,3,0.0
ZOURGUI,3,3000.0
LIGOT,3,4612.0
ZIELINSKI,3,0.0
Marini,3,250366.0
zerkani,3,2279019.0
PERDRIAU,3,0.0
soulier,3,0.0
LETURQUE,3,93.0
LETRILLART,3,466753.0
vachon,3,0.0
vieu,3,0.0
PELIEU,3,0.0
PELAIN,3,0.0
CARLES,3,0.0
vignal,3,0.0
CARTIER,3,0.0
CHAGNAT,3,0.0
varaillas,3,0.0
CHATARD,3,0.0
villain,3,0.0
villemain,3,0.0
verdier,3,1500.0
Marchand,3,84.0
LEMOYNE,3,0.0
LEMOINE,3,0.0
LEMAZURIER,3,31810.0
LEMAIRE,3,36.0
vasselin,3,150000.0
LOWINSKY,3,0.0
Allam,3,0.0
bonnet,3,154800.0
PANAMBALOM,3,0.0
PARENT,3,804378.0
brigand,3,0.0
MOUTON,3,601375.0
PAPAYA,3,0.0
saint martin,3,30000.0
MULLER,3,0.0
Aubourdy,3,81250.0
AVIAS,3,400.0
LOUWAGIE,3,1357711.0
burkhalter,3,0.0
Aubin,3,63172.0
PELLICANO,3,262443.0
Aubin-Sicard,3,0.0
Aigoin,3,0.0
Maurel,3,0.0
bernardi,3,0.0
Bréaud,3,22569.0
Maciejasz,3,0.0
Mistler,2,0.0
Galliard-Minier,2,94.0
GROSVALET,2,0.0
MAUVIEUX,2,0.0
Molton,2,0.0
Molossi,2,0.0
Missoffe,2,8098954.0
Gairaud,2,0.0
RABELLE,2,0.0
Molac,2,0.0
MAUPOIL,2,0.0
HENNO,2,1250.0
Marais,2,0.0
GRENON,2,0.0
Monnier,2,0.0
Modde,2,200.0
vogel,2,2652280.0
Garot,2,166306.0
HERZOG,2,201114.0
visentin,2,0.0
RAFFIN,2,0.0
Mallié,2,27720.0
Maliar,2,0.0
Majourel,2,0.0
Miossec,2,0.0
HERBET,2,0.0
Matheron,2,0.0
GUINIOT,2,48576.0
Matergia,2,400.0
GRANET BRUNELLO,2,0.0
HEO,2,0.0
GRANGIER,2,0.0
HENRY,2,0.0
GRANIER,2,0.0
RAFFALLI,2,0.0
Gascon,2,0.0
GRIMA,2,0.0
RAYNAL,2,0.0
MAUGRAS,2,0.0
Gasparini,2,0.0
GROSDIDIER,2,20200.0
HADIZADEH,2,0.0
MENICHON,2,0.0
MEGGIATO,2,225554.0
GUILLOT,2,0.0
Garrabe,2,238970.0
RAVOT,2,430246.0
MEIGNEN,2,1182000.0
MEKHANTAR,2,0.0
RAUX,2,0.0
vigier,2,5168930.0
Gassilloud,2,1760800.0
GUHL,2,24384.0
ABADIA,2,0.0
REBOUH,2,0.0
RE,2,0.0
HAMON,2,0.0
Quiévy,2,0.0
zuili,2,485510.0
Galut,2,0.0
HAMBLIN,2,0.0
Mayaud,2,0.0
MATILLON,2,0.0
HERMENIER,2,0.0
HAITI,2,200352.0
GUYON,2,64638.0
Garraud,2,10000.0
RAYOT,2,1400.0
GUIMBERTEAU,2,827.0
HAULLER,2,0.0
GRUDLER,2,7000.0
HARRIBEY,2,13100.0
HARDY,2,0.0
MATT,2,30000.0
GRUET,2,26351.0
HEDDADI,2,0.0
MATTEI,2,368450.0
MAUDET,2,0.0
GRZEZICZAK,2,0.0
vignon,2,0.0
MARY,2,0.0
MAS,2,0.0
MOURIER,2,266358.0
Gloanec Maurin,2,0.0
MARION,2,0.0
QUERRARD,2,0.0
RUCHETON,2,0.0
Goasdoué,2,0.0
Martineau,2,8330.0
RUMEAU,2,0.0
Morlon,2,0.0
Quernez,2,172.0
Quenette,2,314348.0
Mansouri,2,0.0
QUINTON,2,0.0
MUSSOTTE,2,0.0
Mansour,2,114000.0
Gobert,2,92966.0
HOURQUET,2,4375656.0
MASSEGLIA,2,0.0
ROUTIER,2,0.0
HOUPERT,2,84000.0
MURA,2,0.0
MARCY,2,3752.0
MARGATE,2,0.0
Prioleaud,2,1000.0
MARAEURA,2,80.0
QUEIROS,2,0.0
Marquez,2,0.0
Marolleau,2,0.0
Puissat,2,0.0
MARC,2,0.0
MARIANI,2,0.0
Garino,2,0.0
Portier,2,0.0
Portarrieu,2,0.0
MOURRA,2,529276.0
MARIE-REINE,2,0.0
Maximi,2,0.0
ROYOUX,2,0.0
Pozzo di Borgo,2,443080.0
MARCHIO,2,131001.0
MARCHIS,2,1000.0
Pouzyreff,2,0.0
MARCILLY,2,496500.0
MARICOT,2,0.0
GOT,2,0.0
HOCQUELET,2,81250.0
HOCHART,2,0.0
GOUET,2,100.0
MATHIASIN,2,0.0
HERVIEU,2,488220.0
Maréchal-Le Pen,2,0.0
MATHONIER,2,537954.0
GOULET de RUGY,2,0.0
MATIGNON,2,0.0
HOUOT,2,0.0
HIGNET,2,480.0
Moreira,2,0.0
Mardikian,2,3000.0
Morgo,2,0.0
RAINVILLE,2,145228.0
HELMER ZAMMIT,2,0.0
GUELLEC,2,0.0
Moser,2,0.0
willaume,2,4794.0
Mathis,2,0.0
Monin,2,200500.0
Mariaud,2,0.0
MASSET,2,159991.0
Maamaatuaiahutapu,2,0.0
HOULLEY,2,0.0
HUNAULT,2,406950.0
HUMBERT,2,0.0
HULAUD,2,0.0
HOCBON,2,10000.0
MARTIN-GENDRE,2,26858.0
MARTIN-GRAND,2,0.0
GUIOL,2,0.0
HOFFSESS,2,0.0
HORY,2,45954.0
HORNY,2,0.0
Marie-Louise,2,0.0
HOMMET,2,242000.0
Montagne,2,0.0
Godinot,2,22000.0
Hehn,2,73300.0
Hayer,2,0.0
GOYARD GUDEFIN,2,0.0
HOI,2,0.0
Gautier,2,103200.0
Godichaud,2,0.0
Mette,2,0.0
Gontard,2,56000.0
ROBLOT,2,0.0
Gonnet Tabardel,2,0.0
AMSLER,2,1535760.0
ROCHAIX,2,0.0
Gouverneur,2,307860.0
Meurin,2,2000.0
Gourney Leconte,2,0.0
MITTELHAUSSER,2,0.0
Marsat,2,0.0
MOLIERAC,2,23000.0
Gouin,2,400000.0
soussi,2,1591500.0
Gouffier Valente,2,0.0
ALLINGRI,2,0.0
MINIER,2,15000.0
ROSEREN,2,509675.0
MORETTI,2,0.0
MORETTE,2,0.0
MORVAN,2,0.0
MODURIER,2,17342.0
MOYSE,2,0.0
AMBLARD,2,339918.0
Merckaert,2,0.0
Mercuzot,2,0.0
Mesmeur,2,0.0
RODRIGUES,2,0.0
Messeanne,2,0.0
RONZIERE,2,316139.0
Gras,2,2559982.0
Meizonnet,2,0.0
AMAILLAND,2,0.0
Mellinger,2,78836.0
Gozi,2,0.0
Goy-Chavent,2,47407.0
Menchon,2,0.0
GUILLAUMON,2,0.0
Grelier,2,0.0
Grelet-Certenais,2,0.0
Gonzalez,2,0.0
Meszaros,2,0.0
ROBINSON CHOCHO,2,0.0
ROQUE,2,0.0
Mesure,2,0.0
Gomes,2,0.0
Goeury,2,0.0
MORALLET,2,0.0
MORANCAIS,2,30.0
AT,2,113456.0
Germanangue,2,78400.0
Germain,2,0.0
Gerbaud,2,617848.0
Gillé,2,0.0
Gilles épouse Vassal,2,0.0
MINIOU,2,1224000.0
Gil,2,0.0
GUIGNARD,2,0.0
MORISSEAU,2,0.0
MORANO,2,0.0
ROBINSON,2,100.0
MORANÇAIS,2,1926.0
ALLISIO,2,0.0
MORAZIN,2,0.0
Gibelin,2,0.0
ALLIONE,2,500.0
RIVRON,2,0.0
Giletti,2,29150.0
MIRALLES,2,268688.0
RIVIERE,2,2000.0
Gumbs,2,0.0
MIRANDE,2,30.0
GUIGUE,2,571974.0
Madaule,2,20183.0
ROMANO,2,0.0
Magnier,2,0.0
Guiraud-Chaumeil,2,133826.0
GUIOUGOU,2,0.0
MUSSINGTON,2,37050.0
Maguin,2,0.0
Gosselin,2,480000.0
Mahiet-Lucas,2,0.0
ATTAL,2,260000.0
GUITTET,2,0.0
RINGOT,2,0.0
Giscard d'Estaing,2,9079786.0
Maillet,2,0.0
Gervès,2,0.0
GUSTAVE,2,10100.0
MURZI,2,500.0
RIGOLLOT,2,1675972.0
Guillemy,2,0.0
Mabire,2,0.0
Massot,2,0.0
smihi,2,0.0
MENONVILLE,2,384027.0
MERCHIER,2,0.0
Gerard,2,0.0
RIAZE,2,0.0
tallet,2,0.0
Gatault,2,715184.0
GUILLON,2,1832000.0
REYNIER,2,0.0
Massebeuf,2,0.0
AMRANE,2,250.0
REYNAL,2,0.0
MONROSE,2,0.0
Gatuhau,2,0.0
MICHALLET,2,5020.0
Grégoire,2,4280.0
ANILHA,2,0.0
Gaugain,2,76.0
MERIAUDEAU,2,0.0
GUELPA-BONARO,2,92.0
Marsaud,2,0.0
RAINERI,2,0.0
MAURIN née VERDOUX,2,0.0
MONTAGNAT,2,4106.0
RATENON,2,0.0
MONTECOT,2,100000.0
MONTILLOT,2,0.0
RASTOUL,2,0.0
RAPPENEAU,2,600.0
MESTRIES,2,0.0
RAPIN,2,7559.0
RANDRIAN,2,0.0
MONTORO-SADOUX,2,0.0
GUEROULT,2,0.0
MORAINE,2,0.0
Guidoni,2,0.0
Guibert,2,0.0
Gendraud,2,694300.0
sourisseau,2,0.0
MONDONE,2,0.0
Genest,2,0.0
RAPP,2,75605.0
HAYE,2,0.0
ROCHER,2,152.0
REID ARBELOT,2,479663.0
MOSTACHI,2,0.0
REGOL,2,0.0
ROMET,2,0.0
Mennetrier,2,1500.0
REGNAULT de MONTGON,2,4296.0
ROMMEL,2,0.0
ROGEBOZ,2,0.0
Gruny,2,0.0
RECALDE,2,11200.0
RENAULT,2,0.0
ROCHET,2,0.0
Merabet,2,0.0
ROCHETTE,2,757946.0
AMIABLE,2,0.0
RICHIOUD,2,0.0
Maïa,2,0.0
ROGER-MOIGNEU,2,500.0
GUILLEMIN,2,0.0
RIOTTON,2,0.0
REDON-SARRAZY,2,0.0
GUYOT,2,0.0
Grousseau,2,0.0
RENAUDIN,2,0.0
ROTH,2,0.0
ANGLADE,2,0.0
ROTSEN,2,0.0
ANGELRAS,2,1520668.0
RENARD,2,6000.0
Macé,2,0.0
ROME,2,175000.0
Mendes,2,0.0
ROHART,2,0.0
Midy,2,165599.0
Millan,2,0.0
MICHOUX,2,27865644.0
REVEL,2,0.0
RETAILLEAU,2,97.0
ROMELLE,2,141090.0
MICOULEAU,2,0.0
ROMAGNY,2,160000.0
MILLER,2,272736.0
ROMERO GAYO,2,0.0
REISS,2,999.0
LAIGNEL,2,0.0
LAHORE,2,48299.0
OUADAH,2,0.0
OUSTRIC,2,0.0
Obono,2,0.0
POIRAUD,2,0.0
LAFFORGUE,2,0.0
LAFFORE,2,0.0
LAHELLEC,2,0.0
LAGUERRE,2,0.0
Odoul,2,0.0
OLLIVIER,2,0.0
LAGNEAU,2,25080.0
LAERNOES,2,326903.0
ROYER,2,0.0
Ozenne,2,56000.0
LACOUX,2,0.0
Ollivier,2,0.0
LACOSTE PALASSET,2,0.0
Olléon,2,0.0
Omarjee,2,790810.0
Laigneau,2,0.0
LABELLE,2,6040.0
LABARTHE,2,0.0
LACAPERE,2,0.0
LABOUR,2,0.0
POURTIER,2,0.0
Orhon,2,0.0
Oternaud,2,0.0
Ott,2,58022.0
OMAR OILI,2,0.0
PAGLIARULO,2,0.0
PIRON,2,82467.0
PIRES BEAUNE,2,692.0
PAHIO-JENNINGS,2,0.0
POIFOL-FERREIRA,2,0.0
PAHUN,2,52500.0
Lardet,2,0.0
PLATRET,2,0.0
PAPILLION,2,0.0
PAINEAU,2,10309486.0
PAJOT,2,0.0
PALACIN,2,115515.0
PALLUEL,2,0.0
PALMONT,2,0.0
PIQUEMAL,2,3050.0
LAKRAFI,2,20000.0
PIMPIE,2,275764.0
PILOT,2,0.0
PILLEFER,2,0.0
POINY TOPLAN,2,0.0
PANNIER-RUNACHER,2,12036.0
PANONACLE,2,726505.0
POLSKI,2,0.0
LUCOT,2,212.0
LUCZAK,2,9000.0
POLIFONTE,2,0.0
LUGA Epse PUCHON,2,0.0
LOUISY-LOUIS,2,25577.0
LAM,2,546866.0
LOUSSAN,2,0.0
LALUCQ,2,0.0
PINHO,2,0.0
Keller,2,2000.0
Le Breton,2,339713.0
OBERTI,2,0.0
Katzenmayer,2,0.0
Kalfon,2,1176768.0
Jouve,2,18585.0
KHELFA,2,0.0
OHANESSIAN,2,0.0
OLIVATE,2,0.0
Le Nagard,2,118716.0
KOSSOWSKI,2,485328.0
KORCHEF-LAMBERT,2,350000.0
Le Ray,2,49537.0
KOHUMOETINI,2,15026.0
KOCH,2,0.0
Kervran,2,500.0
Le Callennec,2,20238.0
Le Gall,2,0.0
Le Gleut,2,0.0
Lavarde,2,80565.0
PRUDHOMME,2,0.0
PRUD'HOMME,2,0.0
PROUST,2,633424.0
ONIMUS,2,0.0
KICHENIN,2,0.0
KHIROUNI,2,0.0
POULLOT,2,21342.0
PRIMAS,2,25082.0
PRIDO,2,0.0
PREVOST,2,0.0
Lebon,2,0.0
Le Caill,2,0.0
Laura,2,0.0
Lamy,2,0.0
Lang,2,535262.0
Langevine,2,0.0
Langlade,2,0.0
Langlois,2,0.0
Lahoreau,2,0.0
Kouassi,2,0.0
LABORIE,2,0.0
Nicolas,2,67742.0
LABICH,2,0.0
POTEAU,2,727254.0
PORTIER,2,0.0
Nofri,2,0.0
Noguet,2,0.0
KOUATHE,2,1508.0
Knafo,2,0.0
Klinkert,2,145372.0
Klinger,2,3000.0
Nury,2,0.0
Nevers,2,0.0
PORCQ,2,713000.0
POQUIN,2,13734.0
PONS et HUGUET,2,0.0
PONS,2,126400.0
Le Bigot,2,0.0
POULIQUEN,2,0.0
POUEYTO,2,1360.0
KUNTZ,2,0.0
KUCHCINSKI,2,0.0
KSAZ,2,0.0
Nosbé,2,0.0
LENOURRICHEL,2,104000.0
LENFANT,2,140000.0
LEGUAY,2,0.0
LEPINE,2,0.0
LEHONGRE,2,0.0
LE HIR,2,0.0
LE GRIP,2,5626.0
PELLEGRIN,2,314102.0
PELLENC,2,169165656.0
LE GOFF,2,19978.0
PAUSE,2,0.0
LE GAYIC,2,0.0
LE NINIVEN,2,0.0
LE NABOUR,2,60000.0
PACCAUD,2,0.0
LE GAC,2,177.0
PEANY,2,0.0
LE FEUR,2,77165.0
PECHOUX,2,0.0
PATARD-LEGENDRE,2,0.0
LESCOUTE,2,84810.0
LESEIGNEUR,2,800.0
LESUEUR,2,170040.0
PEILLEX,2,905724.0
PFLIEGERSDOERFFER,2,0.0
PELISSIER,2,110844.0
LIEBGOTT,2,0.0
PFANDER-MENY,2,0.0
PIEDNOIR,2,485698.0
LETARD,2,0.0
PAYRE,2,0.0
PELTIER,2,0.0
LEFORT,2,10158.0
PENA,2,523976.0
PENHOUET,2,0.0
LIME VIEILLE,2,5000.0
LINGEMANN,2,40000.0
PETIPEZ,2,0.0
PERNEY,2,898.0
PERSIL,2,0.0
PERAZIO,2,3450810.0
LECERF,2,0.0
LECAPLAIN,2,0.0
PEREIRA DA CUNHA,2,0.0
LEDOUBLE,2,2125100.0
LEHUGEUR,2,0.0
LEONARD,2,0.0
PEROTTINO,2,22769265.0
LEOUTRE,2,0.0
PERREARD,2,250.0
LEBOUCHER,2,0.0
LEBLOIS,2,0.0
PERRET,2,238319.0
LEBEC,2,0.0
LE YONDRE,2,242010.0
PERRION,2,1208000.0
LE WEST,2,0.0
LEMASSON,2,247730.0
LEONETTI,2,338914.0
LEONCE,2,0.0
LEONARDELLI,2,0.0
LEGROS,2,23.0
LELOUIS,2,0.0
LAVERGNE,2,0.0
LIVRELLI,2,500.0
LAUSSINE,2,0.0
LAURENT-PERRIGOT,2,0.0
LLORCA,2,0.0
LE MEUR,2,139929.0
LE MENER,2,0.0
LE RUDULIER,2,0.0
LORHO,2,0.0
LE PEN,2,1280256.0
LE PEIH,2,532221.0
LOUBET,2,45418.0
LATOMBE,2,8174.0
PATRIARCHE,2,1520.0
PATRU,2,0.0
LEVASSEUR,2,9622.0
LAOUEDJ,2,0.0
PAULIAT-DEFAYE,2,5690.0
LASSALLE,2,6320607.0
LARGHERO,2,80.0
LAFARGUE,2,20.0
PARTRAT,2,300.0
LAMOTTE,2,0.0
LAMON,2,0.0
PASCAL,2,0.0
LANGOUET,2,0.0
LANDREAT,2,0.0
LANCINE,2,0.0
LANA,2,16000.0
PANIFOUS,2,83531.0
